user id,movie id,rating,timestamp,watched
246,416,3,884923047,1.0
194,165,4,879546723,1.0
241,690,2,887249482,1.0
178,248,4,882823954,1.0
254,1444,3,886475558,1.0
293,5,3,888906576,1.0
127,229,5,884364867,1.0
225,237,5,879539643,1.0
299,229,3,878192429,1.0
225,480,5,879540748,1.0
276,54,3,874791025,1.0
291,144,5,874835091,1.0
222,366,4,878183381,1.0
267,518,5,878971773,1.0
42,403,3,881108684,1.0
11,111,4,891903862,1.0
95,625,4,888954412,1.0
8,338,4,879361873,1.0
162,25,4,877635573,1.0
87,1016,4,879876194,0.73
279,154,5,875296291,1.0
145,275,2,885557505,1.0
119,1153,5,874781198,1.0
62,498,4,879373848,1.0
62,382,3,879375537,1.0
28,209,4,881961214,1.0
135,23,4,879857765,1.0
32,294,3,883709863,1.0
90,382,5,891383835,1.0
286,208,4,877531942,1.0
293,685,3,888905170,1.0
216,144,4,880234639,1.0
166,328,5,886397722,0.83
250,496,4,878090499,1.0
271,132,5,885848672,1.0
160,174,5,876860807,0.8
265,118,4,875320714,1.0
198,498,3,884207492,1.0
42,96,5,881107178,0.92
168,151,5,884288058,0.97
110,307,4,886987260,1.0
58,144,4,884304936,1.0
90,648,4,891384754,1.0
271,346,4,885844430,1.0
62,21,3,879373460,1.0
279,832,3,881375854,0.51
237,514,4,879376641,1.0
94,789,4,891720887,1.0
128,485,3,879966895,1.0
298,317,4,884182806,1.0
44,195,5,878347874,1.0
264,200,5,886122352,1.0
194,385,2,879524643,1.0
72,195,5,880037702,1.0
222,750,5,883815120,1.0
250,264,3,878089182,1.0
41,265,3,890687042,1.0
224,245,3,888082216,1.0
82,135,3,878769629,1.0
262,1147,4,879791710,1.0
293,471,3,888904884,1.0
216,658,3,880245029,1.0
250,140,3,878092059,1.0
59,23,5,888205300,1.0
286,379,5,877533771,1.0
244,815,4,880605185,1.0
7,479,4,891352010,1.0
174,368,1,886434402,0.12
87,274,4,879876734,1.0
194,1211,2,879551380,0.02
82,1134,2,884714402,1.0
13,836,2,882139746,0.18
13,272,4,884538403,1.0
244,756,2,880605157,1.0
305,427,5,886323090,1.0
95,787,2,888954930,0.19
43,14,2,883955745,1.0
299,955,4,889502823,1.0
57,419,3,883698454,0.48
84,405,3,883452363,0.44
269,504,4,891449922,1.0
299,111,3,877878184,1.0
194,466,4,879525876,1.0
160,135,4,876860807,1.0
99,268,3,885678247,1.0
10,486,4,877886846,1.0
259,117,4,874724988,1.0
85,427,3,879456350,1.0
303,919,4,879467295,0.84
213,273,5,878870987,1.0
121,514,3,891387947,0.57
90,98,5,891383204,1.0
49,559,2,888067405,0.19
42,794,3,881108425,1.0
155,323,2,879371261,1.0
68,117,4,876973939,1.0
172,177,4,875537965,0.82
19,4,4,885412840,0.72
268,231,4,875744136,0.92
5,2,3,875636053,0.52
305,117,2,886324028,0.19
44,294,4,883612356,1.0
43,137,4,875975656,1.0
279,1336,1,875298353,1.0
80,466,5,887401701,1.0
254,164,4,886472768,1.0
298,281,3,884183336,1.0
279,1240,1,892174404,1.0
66,298,4,883601324,1.0
18,443,3,880130193,1.0
268,1035,2,875542174,1.0
99,79,4,885680138,1.0
13,98,4,881515011,1.0
26,258,3,891347949,0.5
7,455,4,891353086,1.0
222,755,4,878183481,1.0
200,673,5,884128554,0.74
119,328,4,876923913,1.0
213,172,5,878955442,1.0
276,322,3,874786392,1.0
94,1217,3,891723086,1.0
130,379,4,875801662,0.96
38,328,4,892428688,1.0
160,719,3,876857977,1.0
293,1267,3,888906966,1.0
26,930,2,891385985,1.0
130,216,4,875216545,0.81
92,1079,3,886443455,0.52
256,452,4,882164999,1.0
1,61,4,878542420,1.0
72,48,4,880036718,1.0
56,755,3,892910207,0.44
13,360,4,882140926,1.0
15,405,2,879455957,0.11
92,77,3,875654637,1.0
207,476,2,884386343,0.15
292,174,5,881105481,1.0
232,483,5,888549622,1.0
251,748,2,886272175,1.0
224,26,3,888104153,1.0
181,220,4,878962392,1.0
259,255,4,874724710,1.0
305,471,4,886323648,1.0
52,280,3,882922806,0.47
161,202,5,891170769,1.0
148,408,5,877399018,1.0
125,235,2,892838559,1.0
97,228,5,884238860,0.93
58,1098,4,884304936,1.0
83,234,4,887665548,1.0
90,347,4,891383319,0.78
272,178,5,879455113,1.0
194,181,3,879521396,0.6
125,478,4,879454628,1.0
110,688,1,886987605,0.19
299,14,4,877877775,1.0
151,10,5,879524921,1.0
269,127,4,891446165,0.98
6,14,5,883599249,1.0
54,106,3,880937882,1.0
303,69,5,879467542,1.0
16,944,1,877727122,0.15
301,790,4,882078621,1.0
276,1091,3,874793035,1.0
305,214,2,886323068,1.0
194,1028,2,879541148,0.15
91,323,2,891438397,1.0
87,554,4,879875940,1.0
294,109,4,877819599,0.94
286,171,4,877531791,1.0
200,318,5,884128458,1.0
229,328,1,891632142,1.0
178,568,4,882826555,0.97
303,842,2,879484804,0.23
62,65,4,879374686,1.0
207,591,3,876018608,1.0
92,172,4,875653271,1.0
301,401,4,882078040,1.0
36,339,5,882157581,1.0
70,746,3,884150257,1.0
63,242,3,875747190,0.55
28,201,3,881961671,0.56
279,68,4,875307407,1.0
250,7,4,878089716,1.0
14,98,3,890881335,1.0
299,1018,3,889502324,0.57
194,54,3,879525876,1.0
303,815,3,879485532,1.0
119,237,5,874775038,1.0
295,218,5,879966498,1.0
268,930,2,875742942,1.0
268,2,2,875744173,0.11
66,258,4,883601089,1.0
233,202,5,879394264,1.0
83,623,4,880308578,0.98
214,334,3,891542540,1.0
192,476,2,881368243,0.26
100,344,4,891374868,1.0
268,145,1,875744501,1.0
301,56,4,882076587,1.0
307,89,5,879283786,1.0
234,141,3,892334609,1.0
83,576,4,880308755,1.0
181,264,2,878961624,1.0
297,133,4,875240090,1.0
38,153,5,892430369,1.0
7,382,4,891352093,1.0
264,813,4,886122952,0.82
181,872,1,878961814,1.0
201,146,1,884140579,1.0
85,507,4,879456199,1.0
269,367,3,891450023,1.0
59,468,3,888205855,0.4
286,143,4,889651549,0.94
193,96,1,889124507,0.14
113,595,5,875936424,1.0
292,11,5,881104093,1.0
130,1014,3,876250718,1.0
275,98,4,875155140,1.0
189,520,5,893265380,1.0
219,82,1,889452455,1.0
218,209,5,877488546,1.0
123,427,3,879873020,0.5
119,222,5,874775311,1.0
158,177,4,880134407,1.0
222,118,4,877563802,1.0
302,322,2,879436875,1.0
279,501,3,875308843,1.0
301,79,5,882076403,0.98
181,3,2,878963441,1.0
201,695,1,884140115,0.14
13,198,3,881515193,0.43
1,189,3,888732928,0.41
145,237,5,875270570,1.0
23,385,4,874786462,1.0
201,767,4,884114505,1.0
296,705,5,884197193,0.77
42,546,3,881105817,1.0
33,872,3,891964230,1.0
301,554,3,882078830,0.52
16,64,5,877720297,0.85
95,135,3,879197562,1.0
154,357,4,879138713,1.0
77,484,5,884733766,1.0
296,508,5,884196584,1.0
302,303,2,879436785,0.26
244,673,3,880606667,1.0
222,77,4,878183616,1.0
13,215,5,882140588,1.0
16,705,5,877722736,1.0
270,452,4,876956264,1.0
145,15,2,875270655,1.0
187,64,5,879465631,1.0
200,304,5,876041644,1.0
170,749,5,887646170,1.0
101,829,3,877136138,1.0
184,218,3,889909840,1.0
128,204,4,879967478,1.0
181,1295,1,878961781,1.0
184,153,3,889911285,0.45
1,33,4,878542699,0.9
1,160,4,875072547,1.0
184,321,5,889906967,0.78
54,595,3,880937813,0.53
94,343,4,891725009,0.7
128,508,4,879967767,1.0
23,323,2,874784266,1.0
301,227,3,882077222,1.0
301,191,3,882075672,1.0
112,903,1,892440172,1.0
82,183,3,878769848,1.0
222,724,3,878181976,1.0
218,430,3,877488316,0.51
308,1197,4,887739521,1.0
303,134,5,879467959,1.0
133,751,3,890588547,1.0
215,212,2,891435680,0.12
69,256,5,882126156,1.0
254,662,4,887347350,1.0
276,2,4,874792436,1.0
104,984,1,888442575,0.06
63,1067,3,875747514,0.59
267,410,4,878970785,0.84
13,56,5,881515011,1.0
240,879,3,885775745,1.0
286,237,2,875806800,1.0
294,271,5,889241426,1.0
90,1086,4,891384424,1.0
18,26,4,880129731,1.0
92,229,3,875656201,1.0
308,649,4,887739292,1.0
144,89,3,888105691,0.49
191,302,4,891560253,1.0
59,951,3,888206409,0.53
200,96,5,884129409,1.0
16,197,5,877726146,1.0
61,678,3,892302309,1.0
271,199,4,885848448,0.96
271,709,3,885849325,1.0
142,169,5,888640356,1.0
275,597,3,876197678,0.49
222,151,3,878182109,0.5
87,40,3,879876917,1.0
207,258,4,877879172,1.0
272,1393,2,879454663,0.08
177,333,4,880130397,0.87
207,1115,2,879664906,1.0
299,577,3,889503806,1.0
271,378,4,885849447,1.0
305,425,4,886324486,1.0
49,959,2,888068912,1.0
94,1224,3,891722802,1.0
130,1017,3,874953895,1.0
10,175,3,877888677,1.0
203,321,3,880433418,0.55
191,286,4,891560842,1.0
43,323,3,875975110,1.0
21,558,5,874951695,0.91
197,96,5,891409839,1.0
13,344,2,888073635,0.17
194,66,3,879527264,1.0
234,206,4,892334543,1.0
308,402,4,887740700,1.0
308,640,4,887737036,1.0
269,522,5,891447773,1.0
94,265,4,891721889,1.0
268,62,3,875310824,0.47
272,12,5,879455254,1.0
121,291,3,891390477,1.0
296,20,5,884196921,1.0
134,286,3,891732334,1.0
180,462,5,877544218,0.73
234,612,3,892079140,1.0
104,117,2,888465972,0.02
38,758,1,892434626,0.21
269,845,1,891456255,0.14
7,163,4,891353444,1.0
234,1451,3,892078343,0.47
275,405,2,876197645,1.0
52,250,3,882922661,1.0
102,823,3,888801465,0.54
13,186,4,890704999,1.0
178,731,4,882827532,1.0
236,71,3,890116671,1.0
256,781,5,882165296,1.0
263,176,5,891299752,1.0
244,186,3,880605697,0.44
279,1181,4,875314001,0.75
43,815,4,883956189,1.0
83,78,2,880309089,0.16
151,197,5,879528710,0.95
254,436,2,886474216,0.11
109,631,3,880579371,1.0
297,716,3,875239422,0.49
249,188,4,879641067,0.73
144,699,4,888106106,1.0
301,604,4,882075994,1.0
64,392,3,889737542,1.0
92,501,2,875653665,1.0
222,97,4,878181739,1.0
268,436,3,875310745,1.0
293,135,5,888905550,1.0
213,173,5,878955442,1.0
160,460,2,876861185,0.29
13,498,4,882139901,0.88
59,715,5,888205921,1.0
5,17,4,875636198,1.0
125,163,5,879454956,1.0
174,315,5,886432749,1.0
114,505,3,881260203,1.0
213,515,4,878870518,1.0
23,196,2,874786926,0.1
128,15,4,879968827,1.0
239,56,4,889179478,1.0
181,279,1,878962955,1.0
291,80,4,875086354,1.0
250,238,4,878089963,1.0
201,649,3,884114275,1.0
60,60,5,883327734,1.0
181,325,2,878961814,1.0
119,407,3,887038665,0.58
287,1,5,875334088,1.0
216,228,3,880245642,1.0
216,531,4,880233810,1.0
203,471,4,880434463,1.0
92,587,3,875660408,0.44
13,892,3,882774224,1.0
213,176,4,878956338,1.0
286,288,5,875806672,1.0
117,1047,2,881009697,0.06
99,111,1,885678886,1.0
11,558,3,891904214,1.0
65,47,2,879216672,1.0
295,194,4,879517412,1.0
269,217,2,891451610,1.0
85,259,2,881705026,1.0
250,596,5,878089921,1.0
137,144,5,881433689,1.0
201,960,2,884112077,1.0
257,137,4,882049932,0.96
111,328,4,891679939,1.0
91,480,4,891438875,1.0
215,211,4,891436202,1.0
181,938,1,878961586,1.0
189,1060,5,893264301,1.0
1,20,4,887431883,1.0
303,404,4,879468375,1.0
299,305,3,879737314,1.0
187,210,4,879465242,1.0
222,278,2,877563913,0.18
214,568,4,892668197,1.0
293,770,3,888906655,1.0
285,191,4,890595859,1.0
303,252,3,879544791,1.0
96,156,4,884402860,0.83
72,1110,3,880037334,0.56
115,1067,4,881171009,1.0
7,430,3,891352178,1.0
116,350,3,886977926,0.5
73,480,4,888625753,1.0
269,246,5,891457067,1.0
263,419,5,891299514,1.0
70,431,3,884150257,1.0
221,475,4,875244204,1.0
72,182,5,880036515,1.0
25,357,4,885852757,1.0
290,50,5,880473582,1.0
189,526,4,893266205,1.0
299,303,3,877618584,1.0
264,294,3,886121516,1.0
200,365,5,884129962,1.0
187,135,4,879465653,1.0
184,187,4,889909024,1.0
63,289,2,875746985,1.0
13,229,4,882397650,1.0
298,486,3,884183063,1.0
235,185,4,889655435,0.97
62,712,4,879376178,1.0
246,94,2,884923505,1.0
54,742,5,880934806,1.0
63,762,3,875747688,1.0
11,732,3,891904596,1.0
92,168,4,875653723,1.0
8,550,3,879362356,0.48
307,174,4,879283480,1.0
303,200,4,879468459,1.0
256,849,2,882164603,0.05
72,54,3,880036854,0.57
164,406,2,889402389,0.29
117,150,4,880125101,0.82
224,77,4,888103872,1.0
193,869,3,889127811,1.0
94,184,2,891720862,1.0
281,338,2,881200457,1.0
130,109,3,874953794,0.57
128,371,1,879966954,1.0
94,720,1,891723593,1.0
182,845,3,885613067,1.0
129,873,1,883245452,1.0
254,229,4,886474580,0.75
64,381,4,879365491,0.91
151,176,2,879524293,0.19
45,25,4,881014015,1.0
193,879,3,889123257,1.0
276,922,4,889174849,1.0
276,57,3,874787526,1.0
234,187,4,892079140,1.0
181,306,1,878962006,1.0
21,370,1,874951293,0.14
293,249,3,888905229,0.44
264,721,5,886123656,1.0
10,611,5,877886722,1.0
197,346,3,891409070,1.0
276,142,3,874792945,1.0
308,427,4,887736584,1.0
221,943,4,875246759,1.0
131,126,4,883681514,1.0
268,824,2,876518557,1.0
109,8,3,880572642,0.4
198,58,3,884208173,0.55
230,680,4,880484286,1.0
181,741,1,878962918,0.28
192,1061,4,881368891,1.0
234,448,3,892335501,1.0
90,900,4,891382309,0.87
193,941,4,889124890,1.0
128,603,5,879966839,0.9
126,905,2,887855283,0.01
244,265,4,880606634,1.0
90,289,3,891382310,0.53
157,25,3,886890787,1.0
305,71,3,886323684,1.0
119,382,5,874781742,1.0
21,222,2,874951382,1.0
231,181,4,888605273,1.0
280,508,3,891700453,0.44
288,132,3,886374129,1.0
279,1497,2,890780576,1.0
301,33,4,882078228,1.0
72,699,3,880036783,0.5
90,259,2,891382392,1.0
308,55,3,887738760,1.0
59,742,3,888203053,0.54
94,744,4,891721462,1.0
130,642,4,875216933,0.8
26,1015,3,891352136,1.0
56,121,5,892679480,1.0
82,508,2,884714249,1.0
62,12,4,879373613,1.0
276,40,3,874791871,1.0
181,1015,1,878963121,1.0
152,301,3,880147407,1.0
178,845,4,882824291,1.0
217,597,4,889070087,1.0
79,303,4,891271203,0.97
138,484,4,879024127,1.0
308,81,5,887737293,1.0
75,284,2,884050393,1.0
269,198,4,891447062,1.0
307,94,3,877122695,0.56
222,781,3,881059677,0.45
121,740,3,891390544,1.0
269,22,1,891448072,1.0
13,864,4,882141924,1.0
230,742,5,880485043,0.79
269,507,4,891448800,1.0
239,1099,5,889179253,1.0
245,1028,5,888513447,1.0
56,546,3,892679460,1.0
295,961,5,879519556,1.0
271,1028,2,885848102,1.0
222,812,2,881059117,0.15
69,240,3,882126156,0.53
10,7,4,877892210,1.0
22,376,3,878887112,0.59
294,931,3,889242857,1.0
82,717,1,884714492,1.0
279,399,4,875313859,1.0
269,234,1,891449406,0.01
6,98,5,883600680,1.0
243,1039,4,879988184,1.0
298,181,4,884125629,0.98
282,325,1,881703044,0.26
78,323,1,879633567,1.0
118,200,5,875384647,1.0
283,1114,5,879297545,1.0
171,292,4,891034835,1.0
70,217,4,884151119,1.0
10,100,5,877891747,1.0
245,181,4,888513664,1.0
107,333,3,891264267,0.58
246,561,1,884923445,1.0
13,901,1,883670672,0.3
276,70,4,874790826,1.0
244,17,2,880607205,0.17
189,56,5,893265263,1.0
226,242,5,883888671,1.0
62,1016,4,879373008,0.88
276,417,4,874792907,1.0
214,478,4,891544052,1.0
306,235,4,876504354,1.0
222,26,3,878183043,1.0
280,631,5,891700751,1.0
60,430,5,883326122,1.0
56,71,4,892683275,1.0
42,274,5,881105817,1.0
1,202,5,875072442,1.0
13,809,4,882397582,1.0
173,289,4,877556988,1.0
15,749,1,879455311,1.0
185,23,4,883524249,1.0
280,540,3,891702304,1.0
244,381,4,880604077,1.0
150,293,4,878746946,1.0
7,497,4,891352134,1.0
178,317,4,882826915,0.83
178,742,3,882823833,1.0
95,1217,3,880572658,1.0
234,1462,3,892333865,0.4
97,222,5,884238887,1.0
109,127,2,880563471,1.0
117,268,5,880124306,1.0
269,705,2,891448850,1.0
130,1246,3,876252497,1.0
264,655,4,886123530,0.76
207,13,3,875506839,1.0
42,588,5,881108147,1.0
246,409,2,884923372,1.0
87,367,4,879876702,1.0
101,304,3,877135677,1.0
256,127,4,882164406,1.0
92,794,3,875654798,1.0
181,762,2,878963418,1.0
213,235,1,878955115,1.0
92,739,2,876175582,1.0
292,661,5,881105561,1.0
246,665,4,884922831,1.0
274,845,5,878945579,1.0
188,692,5,875072583,1.0
18,86,4,880129731,1.0
5,439,1,878844423,1.0
236,632,3,890116254,1.0
193,407,4,889127921,1.0
144,709,4,888105940,1.0
90,1198,5,891383866,1.0
48,609,4,879434819,1.0
5,225,2,875635723,1.0
22,128,5,878887983,1.0
311,432,4,884365485,0.86
8,22,5,879362183,1.0
276,188,4,874792547,1.0
222,173,5,878183043,1.0
72,866,4,880035887,1.0
299,134,4,878192311,1.0
1,171,5,889751711,0.75
308,295,3,887741461,0.59
165,216,4,879525778,1.0
222,49,3,878183512,1.0
181,121,4,878962623,1.0
200,11,5,884129542,1.0
234,626,4,892336358,0.76
244,707,4,880606243,1.0
90,25,5,891384789,1.0
208,216,5,883108324,1.0
263,96,4,891298336,1.0
134,323,4,891732335,1.0
279,586,4,892864663,1.0
2,292,4,888550774,1.0
288,593,2,886892127,1.0
49,302,4,888065432,1.0
286,153,5,877531406,1.0
205,304,3,888284313,1.0
22,80,4,878887227,1.0
234,318,4,892078890,0.88
223,328,3,891548959,1.0
15,25,3,879456204,1.0
268,147,4,876514002,1.0
94,1220,3,891722678,1.0
274,405,4,878945840,0.96
7,492,5,891352010,1.0
268,217,2,875744501,0.07
16,55,5,877717956,1.0
164,620,3,889402298,1.0
290,161,4,880474293,1.0
92,515,4,875640800,1.0
239,1070,5,889179032,1.0
56,449,5,892679308,1.0
248,234,4,884534968,1.0
234,10,3,891227851,1.0
280,1049,2,891702486,1.0
308,187,5,887738760,1.0
276,64,5,874787441,1.0
192,948,3,881368302,1.0
122,509,4,879270511,1.0
85,588,3,880838306,1.0
262,931,2,879790874,1.0
201,272,3,886013700,1.0
181,870,2,878962623,1.0
295,739,4,879518319,1.0
263,568,4,891299387,1.0
295,39,4,879518279,1.0
201,1100,4,884112800,1.0
93,820,3,888705966,1.0
159,1028,5,880557539,1.0
158,665,2,880134532,1.0
293,423,3,888906070,1.0
82,597,3,878768882,1.0
276,181,5,874786488,1.0
13,823,5,882397833,0.94
217,2,3,889069782,1.0
83,660,4,880308256,1.0
189,20,5,893264466,0.89
222,796,4,878183684,0.92
146,1022,5,891458193,0.8
267,121,3,878970681,1.0
126,294,3,887855087,1.0
181,1060,1,878962675,1.0
125,80,4,892838865,1.0
43,120,4,884029430,1.0
13,780,1,882142057,1.0
253,259,2,891628883,0.1
42,44,3,881108548,1.0
77,518,4,884753202,1.0
291,686,5,874835165,1.0
268,21,3,875742822,0.5
262,28,3,879792220,0.42
234,81,3,892334680,1.0
29,245,3,882820803,1.0
236,57,5,890116575,1.0
158,729,3,880133116,0.51
156,661,4,888185947,1.0
232,52,5,888550130,1.0
168,866,5,884287927,1.0
37,288,4,880915258,0.87
141,245,3,884584426,1.0
235,230,4,889655162,1.0
102,70,3,888803537,0.46
77,172,3,884752562,1.0
90,506,5,891383319,1.0
186,566,5,879023663,1.0
44,660,5,878347915,0.8
118,774,5,875385198,1.0
7,661,5,891351624,1.0
49,1003,2,888068651,0.03
62,68,1,879374969,1.0
42,1028,4,881106072,1.0
178,433,4,882827834,1.0
85,51,2,879454782,0.19
77,474,5,884732407,0.87
58,1099,2,892243079,1.0
56,1047,4,892911290,1.0
197,688,1,891409564,1.0
286,99,4,878141681,1.0
90,258,3,891382121,1.0
181,1288,1,878962349,0.04
295,190,4,879517062,1.0
224,69,4,888082495,1.0
272,317,4,879454977,1.0
221,1010,3,875246662,1.0
66,877,1,883601089,1.0
207,318,5,877124871,1.0
234,487,3,892079237,0.43
7,648,5,891351653,1.0
87,82,5,879875774,1.0
195,1052,1,877835102,1.0
44,449,5,883613334,1.0
306,287,4,876504442,1.0
194,172,3,879521474,0.56
94,62,3,891722933,1.0
167,659,4,892738277,1.0
108,100,4,879879720,0.87
230,304,5,880484286,1.0
181,927,1,878962675,1.0
54,302,4,880928519,1.0
90,22,4,891384357,1.0
181,696,2,878962997,1.0
286,357,4,877531537,1.0
14,269,4,892242403,1.0
311,179,2,884365357,1.0
92,121,5,875640679,0.8
21,440,1,874951798,0.25
244,550,1,880602264,0.11
181,405,4,878962919,1.0
65,806,4,879216529,1.0
37,540,2,880916070,0.13
44,443,5,878348289,1.0
244,183,4,880606043,1.0
1,265,4,878542441,1.0
270,25,5,876954456,1.0
299,387,2,889502756,1.0
94,572,3,891723883,0.41
286,746,4,877533058,1.0
239,272,5,889181247,1.0
216,55,5,880245145,1.0
254,121,3,886472369,0.56
62,665,2,879376483,1.0
178,385,4,882826982,1.0
194,23,4,879522819,1.0
268,955,3,875745160,1.0
188,143,5,875072674,0.88
276,294,4,874786366,1.0
158,1098,4,880135069,1.0
207,845,3,881681663,1.0
161,48,1,891170745,1.0
305,654,4,886323937,1.0
47,324,3,879439078,1.0
64,736,4,889739212,1.0
191,751,3,891560753,1.0
7,378,5,891353011,1.0
59,92,5,888204997,1.0
69,268,5,882027109,1.0
10,461,3,877888944,1.0
21,129,4,874951382,1.0
58,9,4,884304328,1.0
194,152,3,879549996,1.0
7,200,5,891353543,1.0
113,126,5,875076827,1.0
173,328,5,877557028,1.0
95,233,4,879196354,1.0
16,194,5,877720733,1.0
59,323,4,888206809,1.0
311,654,3,884365075,0.55
292,589,4,881105516,1.0
43,203,4,883955224,1.0
79,50,4,891271545,1.0
235,70,5,889655619,1.0
125,190,5,892836309,1.0
284,322,3,885329671,1.0
303,161,5,879468547,1.0
254,378,3,886474396,0.51
255,1034,1,883217030,1.0
104,301,2,888442275,0.16
90,923,5,891383912,0.95
6,463,4,883601713,1.0
279,122,1,875297433,0.23
286,298,4,875807004,1.0
222,448,3,878183565,1.0
297,57,5,875239383,0.99
42,625,3,881108873,0.4
130,1217,4,875801778,1.0
254,357,3,886472466,1.0
109,475,1,880563641,0.29
230,1444,2,880485726,0.21
244,310,3,880601905,1.0
6,301,2,883600406,0.25
36,748,4,882157285,1.0
256,443,3,882164727,0.56
102,515,1,888801316,1.0
104,285,4,888465201,1.0
21,447,5,874951695,1.0
111,301,4,891680028,0.89
18,408,5,880129628,1.0
25,222,4,885852817,1.0
110,944,3,886989501,1.0
270,98,5,876955868,1.0
68,237,5,876974133,1.0
83,215,4,880307940,1.0
6,258,2,883268278,0.17
89,216,5,879459859,1.0
128,317,4,879968029,1.0
305,512,4,886323525,1.0
184,412,2,889912691,1.0
286,175,5,877532470,1.0
279,1428,3,888465209,1.0
256,86,5,882165103,0.99
221,48,5,875245462,1.0
140,332,3,879013617,1.0
190,977,2,891042938,1.0
11,227,3,891905896,0.44
201,203,5,884114471,0.82
150,181,5,878746685,0.79
126,245,3,887854726,1.0
20,208,2,879669401,1.0
144,742,4,888104122,1.0
181,930,1,878963275,0.19
109,566,4,880578814,1.0
85,1065,3,879455021,0.42
213,133,3,878955973,1.0
222,379,1,878184290,1.0
223,11,3,891550649,0.52
215,421,4,891435704,1.0
218,208,3,877488366,1.0
174,937,5,886432989,1.0
275,186,3,880314383,1.0
68,742,1,876974198,0.19
268,583,4,876513830,1.0
160,462,4,876858346,0.84
195,273,4,878019342,1.0
224,178,4,888082468,1.0
5,110,1,875636493,1.0
99,1016,5,885678724,0.87
2,251,5,888552084,1.0
292,9,4,881104148,1.0
72,568,4,880037203,0.89
85,228,3,882813248,1.0
83,281,5,880307072,1.0
92,831,2,886443708,0.26
7,543,3,891351772,0.56
87,401,2,879876813,0.16
287,926,4,875334340,0.77
1,155,2,878542201,1.0
234,632,2,892079538,1.0
222,53,5,878184113,1.0
24,64,5,875322758,1.0
7,554,3,891354639,0.44
82,56,3,878769410,1.0
161,318,3,891170824,1.0
196,393,4,881251863,1.0
56,91,4,892683275,1.0
82,477,3,876311344,0.52
7,472,2,891353357,0.17
256,761,4,882164644,1.0
226,56,4,883889102,1.0
279,741,5,875296891,1.0
308,1286,3,887738151,1.0
16,8,5,877722736,1.0
180,202,3,877128388,0.51
203,93,4,880434940,1.0
145,56,5,875271896,1.0
288,305,4,886372527,1.0
84,742,3,883450643,1.0
44,644,3,878347818,0.6
17,13,3,885272654,0.52
313,117,4,891015319,1.0
148,1,4,877019411,1.0
197,347,4,891409070,1.0
21,164,5,874951695,1.0
279,982,3,875298314,0.54
239,491,5,889181015,1.0
185,287,5,883526288,1.0
297,89,4,875239125,1.0
303,68,4,879467361,1.0
186,250,1,879023607,1.0
73,206,3,888625754,1.0
104,756,2,888465739,1.0
94,216,3,885870665,1.0
239,194,5,889178833,0.73
197,511,5,891409839,1.0
280,1,4,891700426,1.0
1,117,3,874965739,1.0
224,583,1,888103729,0.12
303,397,1,879543831,1.0
60,162,4,883327734,1.0
198,258,4,884204501,1.0
239,513,5,889178887,1.0
6,69,3,883601277,1.0
233,375,4,876374419,1.0
85,642,4,882995615,1.0
110,38,3,886988574,1.0
184,522,3,889908462,1.0
99,873,1,885678436,1.0
13,418,2,882398763,0.18
201,518,4,884112201,1.0
13,858,1,882397068,1.0
214,131,3,891544465,0.45
296,228,4,884197264,1.0
222,87,3,878182589,1.0
279,725,4,875314144,1.0
217,182,2,889070109,0.09
